MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,PROV,PROVENTUS AGROCOM LIMITED,      1563.00,      1551.00,      1551.00,      1551.00,      1551.00,                   124080.00,80, ,      1679.95,       815.10
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        23.95,        24.75,        24.75,        24.00,        24.35,                   194800.00,8000, ,        54.50,        21.95
N,SM,PURPLEUTED,PURPLE UNITED SALES LTD,       377.00,       395.85,       395.85,       389.00,       395.85,                 20055862.50,50750, ,       587.95,       244.45
N,ST,PURVFLEXI,PURV FLEXIPACK LIMITED,        49.50,        51.25,        51.25,        51.25,        51.25,                    41000.00,800, ,       124.95,        37.00
N,SM,PUSHPA,PUSHPA JEWELLERS LIMITED,       116.25,       121.00,       122.00,       117.55,       120.00,                   964950.00,8000, ,       148.75,        81.15
N,ST,QLINE,Q-LINE BIOTECH LIMITED,       471.30,       470.00,       494.85,       465.55,       494.85,                109765340.00,224800, ,       494.85,       431.00
N,SM,QMSMEDI,QMS MEDICAL ALLIED S LTD,        87.80,        91.85,        94.00,        91.50,        92.50,                  2320150.00,25000, ,       110.50,        68.95
N,SM,QUADPRO,QUADPRO ITES LIMITED,         2.10,         2.20,         2.20,         2.20,         2.20,                    26400.00,12000, ,         4.65,         1.85
N,SM,QUESTLAB,QUEST LABORATORIES LTD,       102.05,       102.00,       103.95,       101.25,       102.00,                  2089560.00,20400, ,       152.60,        80.00
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,        24.30,        25.50,        25.50,        24.60,        25.05,                    88350.00,3500, ,        70.20,        24.15
N,SM,QVCEL,QVC EXPORTS LIMITED,        23.85,        22.95,        22.95,        22.95,        22.95,                    36720.00,1600, ,        35.30,        21.80
N,SM,RILINFRA,RACHANA INFRA LTD,        36.85,        37.00,        39.25,        36.00,        37.75,                   726875.00,19200, ,        53.90,        27.60
N,ST,RTL,RAMA TELECOM LIMITED,        83.40,        80.10,        83.50,        80.10,        83.50,                 21514900.00,258000, ,       100.90,        54.00
N,ST,RBS,RAMDEVBABA SOLVENT LTD,        88.75,        89.00,        93.15,        89.00,        93.15,                  1308800.00,14400, ,       143.00,        58.80
N,SM,RAPIDFLEET,RAPID FLEET MGT SERVICE L,       185.00,       189.00,       189.00,       189.00,       189.00,                   113400.00,600, ,       229.00,       158.00
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,       216.20,       216.20,       220.00,       211.00,       218.00,                  2321970.00,10800, ,       384.90,       207.00
N,SM,RBMINFRA,RBM INFRACON LIMITED,       314.35,       318.00,       337.00,       318.00,       332.00,                 16649240.00,50200, ,       524.80,       265.00
N,SM,READYMIX,READYMIX CONSTRU MACHI L,        78.00,        75.50,        79.90,        75.20,        76.15,                  1136800.00,15000, ,       175.00,        68.80
N,SM,REFRACTORY,REFRACTORY SHAPES LIMITED,        31.90,        31.00,        33.25,        30.35,        32.50,                   418100.00,13000, ,        68.90,        28.65
N,SM,REMUS,REMUS PHARMACEUTICALS L,       711.75,       720.00,       722.00,       703.05,       703.20,                  1276580.00,1800, ,      2040.00,       580.00
N,SM,RNPL,RENOL POLYCHEM LIMITED,        83.05,        87.20,        87.20,        86.90,        87.20,                  2510280.00,28800, ,       158.00,        69.00
N,SM,REXPRO,REXPRO ENTERPRISES LTD,        39.00,        38.25,        40.75,        38.25,        40.50,                   119500.00,3000, ,        96.65,        38.00
N,SM,RFBL,RFBL FLEXI PACK LIMITED,        69.30,        70.35,        71.90,        70.25,        70.25,                  5299650.00,75000, ,        72.00,        52.50
N,SM,RICHA,RICHA INFO SYSTEMS LTD,        90.15,        92.00,        93.00,        92.00,        93.00,                   830000.00,9000, ,        93.00,        50.00
N,ST,RITEZONE,RITE ZONE CHEMCON IND LTD,        18.65,        17.85,        17.85,        17.85,        17.85,                    28560.00,1600, ,        36.55,        13.80
N,SM,RNFI,RNFI SERVICES LIMITED,       254.10,       255.00,       256.95,       243.05,       248.65,                 14470980.00,58200, ,       404.00,       216.00
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,       199.85,       200.00,       200.00,       189.85,       190.35,                   595175.00,3000, ,       283.85,       123.90
N,ST,ROXHITECH,ROX HI TECH LIMITED,        34.20,        34.50,        34.50,        33.05,        33.25,                   539600.00,16000, ,        56.40,        22.95
N,SM,RULKA,RULKA ELECTRICALS LIMITED,        99.40,        96.00,        96.00,        89.10,        92.55,                   888795.00,9600, ,       156.60,        72.95
N,SM,SATECH,S A TECH SOFTWARE INDIA L,        40.05,        40.25,        40.95,        38.10,        40.00,                   782350.00,20000, ,        63.25,        31.80
N,SM,SDREAMS,S D RETAIL LIMITED,        90.00,        90.00,        90.00,        90.00,        90.00,                   270000.00,3000, ,       147.00,        66.05
N,SM,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,       361.55,       365.15,       389.00,       361.00,       380.75,                 26049287.50,69250, ,       528.80,       225.35
N,SM,SAAKSHI,SAAKSHI MEDTEC N PANELS L,       246.00,       238.00,       253.00,       238.00,       246.20,                  6832530.00,27600, ,       276.00,       133.00
N,SM,SACHEEROME,SACHEEROME LIMITED,       309.45,       315.00,       325.00,       306.00,       323.00,                  8576220.00,27300, ,       430.65,       140.50
N,SM,SADHAV,SADHAV SHIPPING LIMITED,       116.70,       115.75,       118.50,       112.00,       118.10,                  5442330.00,46800, ,       131.90,        86.30
N,SM,SAFEENTP,SAFE ENTER RETAIL FIX LTD,       274.95,       270.30,       274.95,       265.00,       267.60,                 12407725.00,46000, ,       319.00,       151.00
N,SM,SAHAJSOLAR,SAHAJ SOLAR LIMITED,       142.05,       144.40,       144.40,       137.70,       138.70,                  1399900.00,10000, ,       279.50,        91.00
N,SM,SAHANA,SAHANA SYSTEM LIMITED,       800.50,       800.00,       803.00,       780.00,       785.55,                  9668456.25,12250, ,      1730.00,       685.00
N,ST,SAHASRA,SAHASRA ELECTRONIC SOLU L,       312.95,       310.20,       313.00,       297.35,       297.40,                 16296500.00,54400, ,       373.00,       188.35
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,         5.05,         5.10,         5.30,         5.05,         5.15,                  6034000.00,1156000, ,       111.90,         5.00
N,SM,SARTELE,SAR TELEVENTURE LIMITED,       130.35,       131.00,       132.00,       126.20,       130.30,                  5089050.00,39000, ,       275.95,       125.00
N,SM,SAROJA,SAROJA PHARMA INDUS IND L,        32.50,        31.05,        33.95,        31.05,        33.95,                   153680.00,4800, ,        60.00,        28.00
N,ST,SATKARTAR,SAT KARTAR LIFE LIMITED,       170.00,       170.10,       170.45,       164.00,       167.65,                  3334320.00,20000, ,       237.85,       124.00
N,SM,SSEGL,SATHLOKHAR SYN E&C GLOB L,       345.90,       350.00,       352.95,       341.05,       342.85,                  5895420.00,17000, ,       580.00,       283.00
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,        34.45,        36.15,        36.15,        36.15,        36.15,                    54225.00,1500, ,        94.30,        27.15
N,SM,SATTVAENGG,SATTVA ENGINEERING CSTN L,        64.95,        62.15,        63.70,        62.15,        62.60,                   699280.00,11200, ,       118.90,        43.50
N,SM,SAVY,SAVY INFRA AND LOGI LTD,       138.55,       141.00,       141.00,       141.00,       141.00,                   676800.00,4800, ,       191.00,       115.50
N,SM,SAWALIYA,SAWALIYA FOOD PRODUCTS L,       304.10,       305.00,       306.00,       300.00,       300.20,                  7068630.00,23400, ,       351.00,       208.00
N,SM,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,        71.10,        68.00,        71.00,        68.00,        71.00,                   222400.00,3200, ,       139.65,        62.10
N,SM,SHANTHALA,SHANTHALA FMCG PRODUCTS L,        22.00,        22.00,        22.00,        22.00,        22.00,                    26400.00,1200, ,        46.90,        20.90
N,SM,SCML,SHARP CHUCKS N MACHINES L,        80.60,        80.55,        82.00,        80.55,        81.00,                   814750.00,10000, ,       159.50,        68.05
N,SM,SHEEL,SHEEL BIOTECH LIMITED,        46.70,        48.85,        49.00,        47.10,        47.10,                  1743000.00,36000, ,        95.55,        37.80
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,       296.00,       296.10,       298.00,       291.25,       295.50,                  2512025.00,8500, ,       335.00,       114.00
N,ST,SHERA,SHERA ENERGY LIMITED,       162.70,       160.25,       165.00,       158.20,       158.20,                  3858200.00,24000, ,       183.15,        94.95
N,ST,SHIGAN,SHIGAN QUANTUM TECH LTD,        71.00,        74.50,        74.50,        72.70,        72.70,                   220800.00,3000, ,        95.00,        41.20
N,SM,SPCL,SHIVALIC POWER CONTROL L,        72.20,        71.55,        72.00,        69.55,        70.20,                  2382240.00,33600, ,       138.90,        59.00
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       120.10,       120.25,       122.65,       119.50,       119.50,                  4328550.00,36000, ,       148.50,        96.00
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       421.85,       421.85,       422.50,       421.85,       422.50,                   696540.00,1650, ,       712.00,       329.95
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,        51.50,        51.55,        52.00,        51.55,        52.00,                   362550.00,7000, ,       125.00,        50.60
N,SM,TIRUPATI,SHREE TIRUPATI BALAJEE,       485.00,       498.00,       498.00,       498.00,       498.00,                    62250.00,125, ,       893.00,       405.65
N,ST,SHETHJI,SHREEJI GLOBAL FMCG LTD,       159.80,       160.00,       161.90,       158.50,       161.90,                  1118350.00,7000, ,       185.00,        95.50
N,SM,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       350.55,       360.00,       374.75,       360.00,       368.80,                 19631970.00,53400, ,       374.75,       146.65
N,ST,SHRIKANHA,SHRI KANHA STAINLESS LTD,        29.10,        29.10,        29.10,        27.70,        27.70,                   402800.00,14400, ,        88.00,        15.10
N,SM,SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,        21.20,        20.45,        22.25,        20.45,        22.00,                   302850.00,14000, ,        40.00,        13.35
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       300.00,       300.00,       318.00,       300.00,       309.00,                  1577355.00,5100, ,       494.95,       274.00
N,SM,SHYAMDHANI,SHYAM DHANI INDUSTRIES L,        64.05,        64.05,        64.05,        62.55,        63.35,                  1137000.00,18000, ,       139.65,        47.00
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       216.05,       218.00,       218.00,       205.25,       205.25,                  3797775.00,18000, ,       250.00,       180.65
N,SM,SIGNORIA,SIGNORIA CREATION LIMITED,        60.00,        57.00,        57.00,        57.00,        57.00,                   342000.00,6000, ,       135.60,        53.10
N,ST,SILKFLEX,SILKFLEX POLYMERS INDIA L,       174.05,       182.75,       182.75,       182.75,       182.75,                   182750.00,1000, ,       229.70,        76.00
N,SM,SILKY,SILKY OVERSEAS LIMITED,       109.25,       112.90,       122.00,       112.90,       120.40,                  2733360.00,23200, ,       171.00,       103.00
N,SM,SIMCA,SIMCA ADVERTISING LIMITED,       140.55,       139.75,       141.75,       134.20,       135.90,                 29136390.00,213000, ,       167.45,       133.60
N,SM,SKP,SKP BEARING INDUSTRI. LTD,       158.00,       156.55,       160.05,       150.00,       151.10,                  2381975.00,15500, ,       238.00,       137.00
N,SM,SLONE,SLONE INFOSYSTEMS LIMITED,       155.00,       152.60,       152.60,       141.00,       146.00,                   642280.00,4400, ,       371.45,       141.00
N,SM,SMARTEN,SMARTEN POWER SYSTEMS LTD,        45.55,        46.95,        47.75,        44.75,        44.95,                  1792020.00,39600, ,       157.95,        42.00
N,ST,SNEHAA,SNEHAA ORGANICS LIMITED,        47.50,        48.00,        48.00,        46.00,        46.00,                   329000.00,7000, ,       122.00,        35.50
N,ST,BALCO,SOLVE PLASTIC PRODUCTS L,        18.65,        17.75,        17.75,        17.75,        17.75,                    42600.00,2400, ,        36.55,        13.40
N,ST,SONAMAC,SONA MACHINERY LIMITED,        36.00,        34.20,        36.50,        34.20,        34.30,                   316300.00,9000, ,        89.60,        27.10
N,SM,SONUINFRA,SONU INFRATECH LIMITED,        47.00,        44.65,        45.90,        44.65,        45.90,                   269775.00,6000, ,       139.40,        38.00
N,SM,SPRL,SP REFRACTORIES LIMITED,        78.85,        78.85,        82.70,        78.85,        82.70,                   192320.00,2400, ,       199.40,        74.50
N,ST,SPECTSTM,SPECTRUM TALENT MGMT LTD,        70.00,        69.80,        70.05,        67.60,        70.00,                   838000.00,12000, ,       138.50,        50.75
N,SM,SPPPOLY,SPP POLYMER LIMITED,        12.15,        12.40,        12.40,        12.40,        12.40,                    24800.00,2000, ,        19.00,        10.30
N,SM,SPUNWEB,SPUNWEB NONWOVEN LIMITED,       106.50,       107.50,       111.00,       107.50,       111.00,                  3428700.00,31200, ,       173.55,        80.00
N,SM,SPCON,SRINIBAS PRADHAN CONST L,       142.05,       140.05,       141.00,       140.00,       140.00,                  1515900.00,10800, ,       169.00,        99.00
N,SM,SSFL,SRIVARI SPICES N FOODS L,       169.10,       168.50,       180.90,       168.00,       175.75,                 19775675.00,113500, ,       195.00,        86.00
N,SM,STRIDERS,STRIDERS IMPEX LIMITED,        66.80,        66.80,        70.50,        65.05,        67.05,                  3047440.00,44800, ,        82.00,        50.35
N,ST,STUDIOLSD,STUDIO LSD LIMITED,        10.05,        10.10,        10.50,        10.00,        10.30,                   264600.00,26000, ,        43.20,         7.15
N,SM,SUBAHOTELS,SUBA HOTELS LIMITED,       119.10,       116.00,       120.00,       115.30,       119.90,                  2692800.00,22800, ,       200.00,        97.65
N,ST,SOCL,SUNDREX OIL COMPANY LTD,        29.95,        30.00,        30.95,        30.00,        30.45,                    97520.00,3200, ,        68.80,        23.65
N,ST,SUNLITE,SUNLITE RECYCLING IND LTD,       419.05,       417.00,       422.85,       411.05,       421.45,                  7797615.00,18600, ,       583.55,       142.20
N,ST,SUNTECH,SUNTECH INFRA SOLUTIONS L,        36.95,        37.00,        37.00,        36.90,        36.95,                   710240.00,19200, ,       110.00,        30.00
N,SM,SFML,SUPREME FACILITY MGMT LTD,        23.15,        23.15,        23.15,        23.15,        23.15,                    37040.00,1600, ,        43.50,        16.50
N,ST,SUPREMEPWR,SUPREME POWER EQUIPMENT L,       254.25,       254.25,       254.25,       242.00,       245.20,                  9460575.00,38500, ,       291.35,       130.55
N,SM,SWARAJ,SWARAJ SUITING LIMITED,       236.45,       237.10,       240.60,       234.00,       240.60,                  1548475.00,6500, ,       318.95,       158.50
N,SM,SYNOPTICS,SYNOPTICS TECHNOLOGIES L,        53.35,        53.35,        55.95,        53.35,        55.90,                   163530.00,3000, ,       112.35,        39.65
N,SM,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,       230.80,       231.00,       235.85,       230.00,       231.05,                  3349020.00,14400, ,       411.00,       204.25
N,SM,TAC,TAC INFOSEC LIMITED,       369.05,       365.20,       385.00,       365.20,       378.35,                 14599150.00,38600, ,      1420.00,       352.00
N,ST,TANKUP,TANKUP ENGINEERS LIMITED,       908.70,       953.95,       954.10,       921.10,       954.10,                  7862937.50,8250, ,       954.10,       249.50
N,SM,TAURIAN,TAURIAN MPS LIMITED,       262.30,       269.90,       275.00,       261.00,       261.10,                  7250200.00,27200, ,       425.00,       192.00
N,SM,TBI,TBI CORN LIMITED,        74.50,        74.50,        79.00,        74.25,        75.00,                  4697280.00,61200, ,       137.80,        55.00
N,ST,TEAMTECH,TEAMTECH FORMWORK SOL LTD,        75.80,        76.95,        78.00,        75.50,        76.40,                  5076500.00,66000, ,        78.00,        68.25
N,ST,TECHD,TECHD CYBERSECURITY LTD,       617.00,       617.00,       633.60,       617.00,       624.00,                  3182700.00,5100, ,       843.60,       360.00
N,SM,TECHERA,TECHERA ENGINEER (IND) L,       149.75,       148.05,       156.95,       142.30,       142.40,                 84764520.00,587200, ,       325.70,       142.30
N,ST,TGL,TEERTH GOPICON LIMITED,        22.85,        22.85,        23.10,        22.45,        23.10,                   368880.00,16200, ,       223.35,        20.20
N,SM,TEJASCARGO,TEJAS CARGO INDIA LIMITED,       390.00,       390.00,       390.00,       390.00,       390.00,                   312000.00,800, ,       435.85,       158.00
N,SM,TCL,THAAI CASTING LIMITED,        96.95,        97.50,        97.50,        97.00,        97.00,                   699040.00,7200, ,       137.00,        74.05
N,SM,THESL,THINKING HATS ENTER SOL L,        13.00,        13.00,        13.20,        12.35,        12.35,                  2260050.00,174000, ,        43.50,        11.40
N,SM,TRANSTEEL,TRANSTEEL SEATING TECH L,       116.00,       115.00,       119.80,       115.00,       119.30,                  2803750.00,24000, ,       169.00,       112.00
N,ST,TECHLABS,TRIDENT TECHLABS LIMITED,       164.85,       169.00,       170.30,       156.65,       166.45,                 33409656.25,204875, ,       660.00,       154.10
N,SM,TRIDHYA,TRIDHYA TECH LIMITED,         8.90,         8.90,         8.90,         8.90,         8.90,                    26700.00,3000, ,        22.20,         6.30
N,ST,TROM,TROM INDUSTRIES LIMITED,        57.00,        57.00,        57.00,        57.00,        57.00,                   136800.00,2400, ,       141.05,        42.90
N,SM,TRUST,TRUST FINTECH LIMITED,        31.55,        31.75,        32.65,        31.55,        31.55,                    95670.00,3000, ,        86.85,        27.55
N,SM,TSC,TSC INDIA LIMITED,        30.45,        32.95,        32.95,        28.00,        28.00,                   708400.00,24000, ,        79.30,        27.50
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        29.40,        29.70,        29.70,        28.50,        28.85,                  4362400.00,150000, ,        49.80,        27.05
N,ST,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       438.50,       455.00,       460.40,       446.10,       457.80,                 28399375.00,62000, ,       529.80,       133.65
N,SM,UNILEX,UNILEX COLOURS AND CHEM L,        29.00,        27.50,        27.50,        27.50,        27.50,                    44000.00,1600, ,        48.90,        20.05
N,ST,UHTL,UNITED HEAT TRANSFER LTD,        86.45,        82.90,        82.90,        82.15,        82.15,                  4449800.00,54000, ,        99.05,        44.00
N,SM,URBAN,URBAN ENVIRO WASTE MGMT L,       135.90,       135.85,       135.90,       133.00,       133.00,                   862080.00,6400, ,       193.20,       114.00
N,ST,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,       310.80,       310.80,       313.00,       300.00,       307.45,                  3681390.00,12000, ,       313.00,       160.05
N,SM,VMARCIND,V MARC INDIA LIMITED,      1523.60,      1535.00,      1555.10,      1487.25,      1513.95,                 88423187.50,58000, ,      1615.00,       271.35
N,ST,VLINFRA,V.L.INFRAPROJECTS LIMITED,        30.35,        28.85,        31.00,        28.85,        30.25,                   398100.00,13500, ,        47.50,        18.00
N,SM,VSCL,VADIVARHE SPCLTY CHEM LTD,        25.25,        26.50,        26.50,        26.50,        26.50,                    79500.00,3000, ,        33.40,        16.05
N,SM,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,       184.30,       184.00,       188.20,       184.00,       188.20,                   222880.00,1200, ,       335.00,       143.50
N,SM,VALUE360,VALUE 360 COMMUNICATION L,        69.85,        70.70,        71.85,        69.50,        70.85,                  2367660.00,33600, ,        86.40,        67.35
N,SM,DENTALKART,VASA DENTICITY LIMITED,       440.10,       440.00,       440.00,       430.20,       435.30,                  4144437.50,9500, ,       690.00,       322.50
N,SM,VDEAL,VDEAL SYSTEM LIMITED,       162.25,       169.95,       169.95,       169.95,       169.95,                   101970.00,600, ,       260.00,       137.45
N,SM,VERTEXPLUS,VERTEXPLUS TECHNOLOGIES L,        69.45,        66.00,        66.00,        66.00,        66.00,                    79200.00,1200, ,       149.80,        66.00
N,ST,VICTORYEV,VICTORY ELEC VEHICL INT L,        17.55,        17.50,        18.25,        17.50,        18.25,                   215700.00,12000, ,        34.45,        13.70
N,SM,VIGOR,VIGOR PLAST INDIA LIMITED,        70.70,        72.00,        77.75,        72.00,        77.75,                  7956160.00,105600, ,        98.00,        44.75
N,ST,VIJAYPD,VIJAYPD CEUTICAL LIMITED,        91.40,        89.10,        91.00,        87.50,        90.70,                  3439400.00,38000, ,       114.50,        35.00
N,SM,VILAS,VILAS TRANSCORE LIMITED,       350.80,       352.00,       361.00,       350.00,       352.25,                  7965475.00,22500, ,       673.70,       320.00
N,SM,VINSYS,VINSYS IT SERVICES IND LT,       389.30,       405.00,       409.00,       382.20,       402.70,                  5352300.00,13500, ,       475.00,       215.00
N,SM,VINYAS,VINYAS INNOVATIVE TECH L,      1132.15,      1200.00,      1320.00,      1200.00,      1277.70,                 99517765.00,78400, ,      1440.00,       785.05
N,SM,VGINFOTECH,VIRTUAL GALAXY INFOTECH L,       140.80,       142.90,       160.95,       142.90,       157.80,                 42354500.00,275000, ,       208.00,        99.50
N,SM,VISHNUINFR,VISHNUSURYA PROJ N INFR L,       155.50,       155.65,       157.00,       152.30,       156.80,                  1625400.00,10500, ,       218.90,       125.20
N,SM,VISHWAS,VISHWAS AGRI SEEDS LTD,        48.00,        48.00,        48.00,        47.00,        47.00,                   227200.00,4800, ,        63.45,        32.05
N,SM,VIESL,VISION INFRA EQUIP SOL L,       293.00,       299.00,       312.00,       299.00,       303.35,                 14176600.00,46400, ,       375.90,       146.05
N,ST,VIVIDEL,VIVID ELECTROMECH LIMITED,       951.00,       951.70,       998.55,       951.70,       967.10,                 18701148.00,18960, ,      1041.00,       556.00
N,SM,VIVO,VIVO COLLAB SOLUTIONS LTD,        74.00,        70.30,        76.00,        70.30,        76.00,                   234080.00,3200, ,        90.15,        63.00
N,SM,VOLERCAR,VOLER CAR LIMITED,       217.00,       219.00,       219.00,       217.90,       217.90,                  2443120.00,11200, ,       292.90,        81.45
N,SM,WALPAR,WALPAR NUTRITIONS LIMITED,        28.50,        27.10,        27.10,        27.10,        27.10,                   216800.00,8000, ,        53.30,        27.10
N,SM,WINNY,WINNY IMMIGRA & EDU SER L,        37.55,        39.35,        39.35,        39.35,        39.35,                    19675.00,500, ,       190.00,        36.10
N,SM,WINSOL,WINSOL ENGINEERS LIMITED,       122.00,       126.00,       126.70,       125.00,       125.00,                   805240.00,6400, ,       241.55,        93.50
N,SM,WTICAB,WISE TRAVEL INDIA LIMITED,        97.00,        97.00,        98.05,        96.50,        97.00,                   340900.00,3500, ,       204.00,        75.15
N,ST,WOL3D,WOL 3D INDIA LIMITED,       165.50,       157.25,       157.25,       157.25,       157.25,                   157250.00,1000, ,       216.70,       106.65
N,SM,WOMANCART,WOMANCART LIMITED,       111.55,       113.00,       116.95,       113.00,       115.75,                  1981120.00,17200, ,       358.00,       107.00
N,ST,YAAP,YAAP DIGITAL LIMITED,       198.20,       199.00,       199.95,       198.20,       199.80,                  1791500.00,9000, ,       214.40,       127.00
N,SM,YASHOPTICS,YASH OPTICS & LENS LTD,       129.40,       127.30,       129.50,       127.30,       129.30,                   514280.00,4000, ,       153.50,        77.70
N,SM,YCCL,YASONS CHEMEX CARE LTD,         8.55,         8.60,        10.25,         8.60,         9.65,                   340500.00,36000, ,        14.00,         8.55
N,SM,ZTECH,Z-TECH (INDIA) LIMITED,       610.55,       603.00,       613.00,       603.00,       603.00,                  3448035.00,5700, ,       701.00,       460.00
N,SM,ZENITHDRUG,ZENITH DRUGS LIMITED,        41.70,        42.00,        42.00,        40.60,        40.60,                    66080.00,1600, ,        78.95,        33.30
